university_name,TEXT,sentiment,KEYWORDS
University of Michigan-Ann Arbor,public school hardly you dont get kicked out of public schools for not paying no its a publicly funded private school whats a word related to private kids thats right its privilege,NEGATIVE,"privilege, right, thats, kids, related"
University of Michigan-Ann Arbor,im an alum and it was the worst  years of my life the faculty do not care about your success and there is almost no student life unless you have wealthy parents,NEGATIVE,"parents, wealthy, unless, student, success"
University of Michigan-Ann Arbor,i went to school here the campus is beautiful and everything is fairly walkable i got a fantastic education here that set me up for career success,POSITIVE,"success, career, set, education, fantastic"
University of Michigan-Ann Arbor,i was disappointed with my experience at university the resources were lacking,NEGATIVE,"lacking, resources, university, experience, disappointed"
University of Michigan-Ann Arbor,absolutely loved my time here university has an incredible campus and community,POSITIVE,"community, campus, incredible, university, time"
University of Michigan-Ann Arbor,i was disappointed with my experience at university the resources were lacking,NEGATIVE,"lacking, resources, university, experience, disappointed"
University of Michigan-Ann Arbor,i had an amazing experience at university the faculty and facilities are topnotch,POSITIVE,"topnotch, facilities, faculty, university, experience"
University of Michigan-Ann Arbor,i had an amazing experience at university the faculty and facilities are topnotch,POSITIVE,"topnotch, facilities, faculty, university, experience"
University of Michigan-Ann Arbor,i had an amazing experience at university the faculty and facilities are topnotch,POSITIVE,"topnotch, facilities, faculty, university, experience"
University of Michigan-Ann Arbor,average experience at university nothing particularly outstanding,NEGATIVE,"outstanding, particularly, university, experience, average"
University of Michigan-Ann Arbor,average experience at university nothing particularly outstanding,NEGATIVE,"outstanding, particularly, university, experience, average"
University of Michigan-Ann Arbor,i was disappointed with my experience at university the resources were lacking,NEGATIVE,"lacking, resources, university, experience, disappointed"
University of Michigan-Ann Arbor,i had an amazing experience at university the faculty and facilities are topnotch,POSITIVE,"topnotch, facilities, faculty, university, experience"
University of Auckland,the university owe me  not only they rob you  nonsense administration fee to get your money back but also they really dont care if you get your money or what by making tons of trouble as much as possible this is absolutely terrible i have never seen any university in the us or china charging you a fee for getting back what you deserve also they said the money must go back to the original payment account which was a year ago in china and they want you to prove it even though i have a legit nz bank account what a careless institution for students and their life,NEGATIVE,"life, students, institution, careless, bank"
University of Auckland,absolutely disgusting this is one of the most unprofessional university hub facilities in all of nz their student hub is completely unaware and has no understanding to be able to help with situations regarding enrolment theyll just sit and act as if theyre understanding before they hit you with the unfortunately its a case by case basis using politically correct phrases to get students from being attended to correctly  when in my case it was the exact same as another student attending and theyve managed to help her yet not attend to me the student herself was disgusted by the hub and explained that this case is the exact same that there is infact no difference between each case communication issues between advisers another huge issue one representative told me to wait for the result to get a dated back enrollment yet another told me there is no such thing what is going on ive been screwed by this uni because of the people in the student hub dont be fooled by their persona before they hit you the inability to help out halfarsed part time jobers better off going to plumbers for university help at the end the advisers argued about what was said and ruined my degree completely dont act like a helping hand to students when you dont actually look into the situation and advise students correctly they treat it as a job not a helping facility,NEGATIVE,"facility, job, treat, advise, situation"
University of Auckland,i have had so many issues with communication enrolments and every other administration aspect imaginable when it comes to studying at the university of auckland the more recent one was today when it was realised that the sso official website provided me with incorrect information about the structure of my degree which has now caused a setback in my degree any time i have had an issue with anything it ends up going in circles and seems to never reach any real resolutionthey do not support the students at all how they advertise too and the staff dont seem to know or understand what is going on most of time if you try to query something  i would not recommend this university it is not worth the constant hassle,NEGATIVE,"hassle, constant, worth, recommend, query"
University of Auckland,i came into auckland from wellington for the open day and it was so disappointing prior to this day it was my dream to study in uoa in the future but i dont know if i want that anymore i was supposed to be on the bus to uoa at am and was also supposed to receive a message prior to my trip according to the website however i never received any sort of notification which was no biggie but the bus that was supposed to be at the airport by  got delayed for minutes with no warning but tbh til this point everything was fine and was understandable i came from the airport and had luggage with me i was told that there would be a storage place for my belongings but after around minutes and asking around  different people no one was able to help mind you they were all wearing a university crew uniform at this point i was definitely a bit disappointed the previous day i went to maseey university open day and everyone was so helpful and nice i had an amazing experience with uoa being the best uni in nz i had only expected better but the management was so bad i was left with no words not one person out of the five unicrew was able to help to me find the storage space or notify us that the bus was being delayed i felt like people had like no idea what they were doing and as a team representing the university on a open day they shouldve done better this is absolutely no hate to the student volunteers which i assume the uni crew are but to the management that planned everything poorly honestly cant believe this is the open day of best university of nz and these were just some of the disappointing moments i experienced at the open day its hard to not assume that this school only focus on academics because everything else was a absolute mess,NEUTRAL,"mess, absolute, academics, focus, school"
University of Auckland,i came here last month to see student hub for the tec course enquiry i also applied for it and asked them how long the application takes but they dont have any idea about it,NEUTRAL,"idea, dont, takes, application, long"
University of Auckland,not what i expected university could really improve its student services,NEGATIVE,"services, student, improve, really, university"
University of Auckland,its a good university but i think university has room for improvement,NEUTRAL,"improvement, room, think, university, good"
University of Auckland,its a good university but i think university has room for improvement,NEUTRAL,"improvement, room, think, university, good"
University of Auckland,i had an amazing experience at university the faculty and facilities are topnotch,POSITIVE,"topnotch, facilities, faculty, university, experience"
University of Auckland,my time at university was decent good in some aspects but could be better in others,NEUTRAL,"better, aspects, good, decent, university"
University of Auckland,absolutely loved my time here university has an incredible campus and community,POSITIVE,"community, campus, incredible, university, time"
University of Auckland,average experience at university nothing particularly outstanding,NEGATIVE,"outstanding, particularly, university, experience, average"
University of Auckland,the best years of my life were spent at university highly recommend it,POSITIVE,"recommend, highly, university, spent, life"
University of Auckland,its a good university but i think university has room for improvement,NEUTRAL,"improvement, room, think, university, good"
University of Auckland,my time at university was decent good in some aspects but could be better in others,NEUTRAL,"better, aspects, good, decent, university"
University of Birmingham,beautiful campus with red brick buildings modern buildings on the same premise will be a lovely walk on the campus on a sunny day it is a gardenlike campus looks even more impressive at night most beautiful university campus i have been to,POSITIVE,"university, night, impressive, looks, gardenlike"
University of Birmingham,came here for a conference what a beautiful campus and university so many lovely places for walking,POSITIVE,"walking, places, lovely, university, campus"
University of Birmingham,very kind and very cooperative staff the campus is lovely as well,POSITIVE,"lovely, campus, staff, cooperative, kind"
University of Birmingham,nice campus and easy to get there by train the station is called university  but its quite a big campus and poorly signposted  the campus map signs are too small to help at a distance quite interesting and a lot more to see than i had time for on my visit,NEUTRAL,"visit, time, lot, interesting, distance"
University of Birmingham,beautiful university campus great place to study  great people great community lots of subjects taught here and great mix of societies and cultures  here people from all of the world come to study here   there is real sense of community ,POSITIVE,"sense, real, come, world, cultures"
University of Birmingham,its a good university but i think university has room for improvement,NEUTRAL,"improvement, room, think, university, good"
University of Birmingham,the best years of my life were spent at university highly recommend it,POSITIVE,"recommend, highly, university, spent, life"
University of Birmingham,had higher expectations from university the curriculum needs a serious update,NEGATIVE,"update, needs, curriculum, university, expectations"
University of Birmingham,had higher expectations from university the curriculum needs a serious update,NEGATIVE,"update, needs, curriculum, university, expectations"
University of Birmingham,the best years of my life were spent at university highly recommend it,POSITIVE,"recommend, highly, university, spent, life"
University of Birmingham,absolutely loved my time here university has an incredible campus and community,POSITIVE,"community, campus, incredible, university, time"
University of Birmingham,its a good university but i think university has room for improvement,NEUTRAL,"improvement, room, think, university, good"
University of Birmingham,my time at university was decent good in some aspects but could be better in others,NEUTRAL,"better, aspects, good, decent, university"
University of Birmingham,average experience at university nothing particularly outstanding,NEGATIVE,"outstanding, particularly, university, experience, average"
University of Birmingham,my time at university was decent good in some aspects but could be better in others,NEUTRAL,"better, aspects, good, decent, university"
University of Wisconsin-Madison,i love uw madison every is so good here affordable tuition and living expenses rich resources for free convenient living located in an urban with everything essential but is away from the noisy metropolis all courses are of great quality and the instructors really want to teach you something people no matter native or not are all friendly its like a big family its a so underrated university miss my time there,POSITIVE,"time, miss, university, underrated, family"
University of Wisconsin-Madison,beautiful campus with magnificent lake views adjacent along one side  there is a visitor center near the quad and the union terrace is a must see  enjoy a hot coffee while taking in beautiful views of the lake  state street which runs from the campus up to the capitol building is also bustling with all sorts of interesting little bistros and student shops,POSITIVE,"shops, student, bistros, little, interesting"
University of Wisconsin-Madison,one of the great land grant universities  buckle up and learn stuff  if at some point you are not confused frustrated or having your feelings hurt you are not getting your moneys worth but you will for sure come out the other end stronger more mature more knowledgeable more rational more sensative and better able to discern truth and to wade through the viscicitudes of life,NEUTRAL,"life, viscicitudes, wade, truth, discern"
University of Wisconsin-Madison,this college is so neat the campus is so pretty along the lake with all sorts of activities theres so many cool building and academic centers for students like me to research topics i only toured it for  min but it has wonderful nature and lots of resources in the capitol madison,POSITIVE,"madison, capitol, resources, lots, nature"
University of Wisconsin-Madison,wisconsin football coach fickel tell him to quit playing with his pickle because when you lose to  and  team indiana hoosies you need to get fired as a football coach he is a poor excuse of a foot bc all coach,NEGATIVE,"bc, foot, excuse, poor, fired"
University of Wisconsin-Madison,not what i expected university could really improve its student services,NEGATIVE,"services, student, improve, really, university"
University of Wisconsin-Madison,had higher expectations from university the curriculum needs a serious update,NEGATIVE,"update, needs, curriculum, university, expectations"
University of Wisconsin-Madison,had higher expectations from university the curriculum needs a serious update,NEGATIVE,"update, needs, curriculum, university, expectations"
University of Wisconsin-Madison,i had an amazing experience at university the faculty and facilities are topnotch,POSITIVE,"topnotch, facilities, faculty, university, experience"
University of Wisconsin-Madison,its a good university but i think university has room for improvement,NEUTRAL,"improvement, room, think, university, good"
University of Wisconsin-Madison,not what i expected university could really improve its student services,NEGATIVE,"services, student, improve, really, university"
University of Wisconsin-Madison,not what i expected university could really improve its student services,NEGATIVE,"services, student, improve, really, university"
University of Wisconsin-Madison,i was disappointed with my experience at university the resources were lacking,NEGATIVE,"lacking, resources, university, experience, disappointed"
University of Wisconsin-Madison,its a good university but i think university has room for improvement,NEUTRAL,"improvement, room, think, university, good"
University of Wisconsin-Madison,its a good university but i think university has room for improvement,NEUTRAL,"improvement, room, think, university, good"
Carnegie Mellon University,i consider it my home i like its overall vibe it is one of the best universities in the world and shines in every field of science they know how to develop top leaders scientists and engineers no matter what your passion is  they will help you put a step further,POSITIVE,"step, help, passion, matter, engineers"
Carnegie Mellon University,fantastic university one of the top ranked universities in the united states especially in computer science and robotics also one of the most expensive universities the campus is decent the location is pretty good it is very well connected to almost all the locations of the city due to its central location,POSITIVE,"central, city, locations, connected, good"
Carnegie Mellon University,awesome institution visited here for a tour and the facility staff were so welcoming and friendly additionally we were given the chance to sit in on a computer science lecture and got to talk to an older gentleman who we didnt find out until later was one of the head professors very nice wellmaintained resourceful and friendly university,POSITIVE,"university, resourceful, wellmaintained, nice, professors"
Carnegie Mellon University,i came to this school to learn everything  i needed to i did that i wouldnt have even known what textbooks to read without my professors syllabus when college is rendered obsolete by chatgpt ill smile remembering how administrators and jealous classmates persecuted me for being a hippie good exams they made me learn whoever designs them deserves an award i doubt its the professors,POSITIVE,"doubt, award, deserves, designs, exams"
Carnegie Mellon University,school of computer science is the crown jewel of cmu even with  faculty members it only enrolls  undergraduates each year so the students are as good as those in stanford mit hpy  cmu is ranked number one in computer sciences by research papers if your kids are determined to pursue cs major this could be a better choice than most ivy colleges fyi computer engineering major is not within scs the say its next to impossible to transfer into scs from other six schools in cmu,NEUTRAL,"schools, transfer, impossible, say, scs"
Carnegie Mellon University,i was disappointed with my experience at university the resources were lacking,NEGATIVE,"lacking, resources, university, experience, disappointed"
Carnegie Mellon University,i was disappointed with my experience at university the resources were lacking,NEGATIVE,"lacking, resources, university, experience, disappointed"
Carnegie Mellon University,my time at university was decent good in some aspects but could be better in others,NEUTRAL,"better, aspects, good, decent, university"
Carnegie Mellon University,i was disappointed with my experience at university the resources were lacking,NEGATIVE,"lacking, resources, university, experience, disappointed"
Carnegie Mellon University,absolutely loved my time here university has an incredible campus and community,POSITIVE,"community, campus, incredible, university, time"
Carnegie Mellon University,had higher expectations from university the curriculum needs a serious update,NEGATIVE,"update, needs, curriculum, university, expectations"
Carnegie Mellon University,the best years of my life were spent at university highly recommend it,POSITIVE,"recommend, highly, university, spent, life"
Carnegie Mellon University,i was disappointed with my experience at university the resources were lacking,NEGATIVE,"lacking, resources, university, experience, disappointed"
Carnegie Mellon University,its a good university but i think university has room for improvement,NEUTRAL,"improvement, room, think, university, good"
Carnegie Mellon University,average experience at university nothing particularly outstanding,NEGATIVE,"outstanding, particularly, university, experience, average"
Georgia Institute of Technology,located in the heart of atlanta georgia tech provides unique opportunities for companies governments and students all of the competitions and assignments are pushing technology forward training some of the brightest engineers worldclass amenities such as an olympicsized fitness center and newly renovated library classes keep running with high quality instruction on everchanging technical subjects,NEUTRAL,"subjects, technical, everchanging, instruction, quality"
Georgia Institute of Technology,great game tonight   saw the mayor of the city of atlanta a ga tech alumni hes very nice  handsome ga tech mens basketball coach is very personalable,POSITIVE,"personalable, coach, basketball, mens, handsome"
Georgia Institute of Technology,mcamish auditorium is huge and beautifully constructed attended class of  hs graduation lets go north atlanta  easy in and out despite crowds  ticketed seating   and extra security i saw local stars from love hip hop families very down to earth that was nice anyway prepare to walk and climb stairs,POSITIVE,"stairs, climb, walk, prepare, nice"
Georgia Institute of Technology,beautiful campus had all you can eatdinner in one of the student dining halls for  also bought a gtbranded bottle as a souvenir,POSITIVE,"souvenir, bottle, gtbranded, bought, halls"
Georgia Institute of Technology,i recently visited georgia institute of technology and was impressed with the campus and facilities the campus is large and wellmaintained with a mix of historic and modern buildings that create a unique and interesting atmosphere the technology and resources available to students are impressive and the faculty and staff are knowledgeable and supportive the campus also has a vibrant and diverse student body with plenty of clubs and activities to get involved in overall i highly recommend georgia institute of technology to anyone looking for a topnotch education in a dynamic and exciting environment,POSITIVE,"environment, exciting, dynamic, education, topnotch"
Georgia Institute of Technology,my time at university was decent good in some aspects but could be better in others,NEUTRAL,"better, aspects, good, decent, university"
Georgia Institute of Technology,my time at university was decent good in some aspects but could be better in others,NEUTRAL,"better, aspects, good, decent, university"
Georgia Institute of Technology,average experience at university nothing particularly outstanding,NEGATIVE,"outstanding, particularly, university, experience, average"
Georgia Institute of Technology,its a good university but i think university has room for improvement,NEUTRAL,"improvement, room, think, university, good"
Georgia Institute of Technology,i had an amazing experience at university the faculty and facilities are topnotch,POSITIVE,"topnotch, facilities, faculty, university, experience"
Georgia Institute of Technology,not what i expected university could really improve its student services,NEGATIVE,"services, student, improve, really, university"
Georgia Institute of Technology,had higher expectations from university the curriculum needs a serious update,NEGATIVE,"update, needs, curriculum, university, expectations"
Georgia Institute of Technology,the best years of my life were spent at university highly recommend it,POSITIVE,"recommend, highly, university, spent, life"
Georgia Institute of Technology,my time at university was decent good in some aspects but could be better in others,NEUTRAL,"better, aspects, good, decent, university"
Georgia Institute of Technology,had higher expectations from university the curriculum needs a serious update,NEGATIVE,"update, needs, curriculum, university, expectations"
Harvard University,harvard is one of the most prestigious universities in the world and every one wishes to visit it once in a life time i had this chance to go there and walk around this beautiful institute the good thing is that it is open for all and everyone could go around and visit i saw many tourists there enjoying walking and taking photos the good thing which i liked was that seeing people doing yoga in the open space and in nature i liked that and participated with them in yoga a must visit place if you are in boston or around,POSITIVE,"boston, place, participated, nature, space"
Harvard University,i didnt possess the talent to study there but i visited the campus and it was an amazing experience the atmosphere was serene calm and clean i spent a considerable amount of time there enjoying the surroundings observing the students engaged in various activities gave me a different kind of feeling,POSITIVE,"feeling, kind, different, gave, activities"
Harvard University,the history of harvard university dates back to year  when it was founded as newtowne colledge with enrolment of  students to teach puritan clegymen in recognition of rev john harvards generous donation of land money and books for the collegeit was named as harvard college in  had  blocks of wooden structure with courtyard at the centre it was later upgraded to harvard university and now is the oldest higher educational institution of usa its main campus is spread over  acres and  buildingsmassachusetts hall  built in  is the only old surviving building while others were destroyed in great fire of harvard college in apart from harvard college for undergraduate students the university has  schools and radcliffe institute for advanced studies has full time student strength around  teaching faculty around  and alumni  overall admission acceptance rate  has very high cost of tuition  residence approx us   however can come down to as low as   for around   admitted students thanks to the govt financial grants and the harvard endowment fund  over us   billion on qs ranking th overall world wide and st in medical related business disciplinesthe name and crimson seal of harvard university is considered on high roi count for studies here free tours for visitors are lively and well conducted by students but do not cover whole campus prices of souveniers at university gift shop are high needs to be substantially subsidisedbeing free advertising for harvard university must visit harvard while at cambridge or boston youll enjoy,NEUTRAL,"enjoy, youll, boston, cambridge, visit"
Harvard University,what am i expecting in for tourist review i couldnt believe the most famous ivy league university has such a less review on yelp maybe because ppl look for restaurant or entertainment only on here instead of search engine the university gate is open so everyone can go in all buildings are beautiful there even have tour to go to the campus and explain what kind of building and space,NEUTRAL,"space, building, kind, explain, campus"
Harvard University,visiting harvard university was an aweinspiring journey through academic excellence and historical significance stepping onto its hallowed grounds i was immediately captivated by the blend of tradition and innovation the campus exudes an air of intellectual vitality with students bustling about passionately engaging in their pursuits  exploring the iconic harvard yard i marveled at the centuriesold buildings steeped in history each brick seemingly holding untold stories the renowned widener library stood tall a bastion of knowledge housing an unparalleled collection of books and manuscripts  attending a lecture at harvard was a transformative experience the professors expertise and dedication to their disciplines were palpable igniting a profound curiosity within me engaging in lively discussions with my peers i felt a sense of camaraderie and a shared thirst for learning  beyond academia the vibrant campus life offered a myriad of opportunities for personal growth from cultural clubs to sports teams there was something for everyone fostering a diverse and inclusive community  leaving harvard i carried with me not only cherished memories but also a renewed drive to pursue my dreams the journey to this prestigious institution reaffirmed that knowledge passion and determination are the cornerstones of success and i am inspired to embrace these values in my own path ahead harvard university truly embodies the spirit of higher education and i am grateful to have been part of this remarkable experience,POSITIVE,"remarkable, grateful, education, higher, spirit"
Harvard University,i was disappointed with my experience at university the resources were lacking,NEGATIVE,"lacking, resources, university, experience, disappointed"
Harvard University,had higher expectations from university the curriculum needs a serious update,NEGATIVE,"update, needs, curriculum, university, expectations"
Harvard University,my time at university was decent good in some aspects but could be better in others,NEUTRAL,"better, aspects, good, decent, university"
Harvard University,the best years of my life were spent at university highly recommend it,POSITIVE,"recommend, highly, university, spent, life"
Harvard University,not what i expected university could really improve its student services,NEGATIVE,"services, student, improve, really, university"
Harvard University,i was disappointed with my experience at university the resources were lacking,NEGATIVE,"lacking, resources, university, experience, disappointed"
Harvard University,i was disappointed with my experience at university the resources were lacking,NEGATIVE,"lacking, resources, university, experience, disappointed"
Harvard University,average experience at university nothing particularly outstanding,NEGATIVE,"outstanding, particularly, university, experience, average"
Harvard University,i had an amazing experience at university the faculty and facilities are topnotch,POSITIVE,"topnotch, facilities, faculty, university, experience"
Harvard University,average experience at university nothing particularly outstanding,NEGATIVE,"outstanding, particularly, university, experience, average"
Shanghai Jiao Tong University,the best university in the world where you will find the best professors the environment of the university is also very high the four years of my phd at the school of media and communication have been wonderful my professor has been very supportive,POSITIVE,"supportive, professor, wonderful, communication, media"
Shanghai Jiao Tong University,an unbelievable experience of studying here at this research university the school of mechanical engineering is currently ranked th in asia and th in the worldqs rankings the infrastructure study environment culture faculty  libraries are world class,POSITIVE,"class, world, libraries, faculty, culture"
Shanghai Jiao Tong University,warning to foreign academics considering a job offer from jiao tong they are not to be trusted they straightup lied about our contract and we found out we werent the only ones we fled after  months it was a  year contract the only good thing about the position was a big office but the uni had a scary vibe and we found out mid semester that all classes were recorded not sure who it was surveilled by but creepy nonetheless,NEUTRAL,"nonetheless, creepy, surveilled, sure, recorded"
Shanghai Jiao Tong University,no respect for students professors are non supporting and most of them are dictator having extremely bossy attitude  best for chinese students but they are also exploited by these bossy professors,NEGATIVE,"exploited, chinese, best, attitude, bossy"
Shanghai Jiao Tong University,china wont let international students back to campus but they let business people and koreans enter china basically everyone except international students that is not from korea cannot enter china is this not discrimination the schools online classes sucks poor video and audio quality even with an ielts listening score of  i still cannot hear clearly what the hell the lecturer talked about since their students are studying in campus lecturers dont care about the online students as a previous international student now transferred i suffered mental health issues from the attitude and situation from this university in general if you consider to study in china dont go seriously,NEGATIVE,"seriously, study, consider, general, university"
Shanghai Jiao Tong University,i had an amazing experience at university the faculty and facilities are topnotch,POSITIVE,"topnotch, facilities, faculty, university, experience"
Shanghai Jiao Tong University,my time at university was decent good in some aspects but could be better in others,NEUTRAL,"better, aspects, good, decent, university"
Shanghai Jiao Tong University,had higher expectations from university the curriculum needs a serious update,NEGATIVE,"update, needs, curriculum, university, expectations"
Shanghai Jiao Tong University,my time at university was decent good in some aspects but could be better in others,NEUTRAL,"better, aspects, good, decent, university"
Shanghai Jiao Tong University,average experience at university nothing particularly outstanding,NEGATIVE,"outstanding, particularly, university, experience, average"
Shanghai Jiao Tong University,had higher expectations from university the curriculum needs a serious update,NEGATIVE,"update, needs, curriculum, university, expectations"
Shanghai Jiao Tong University,had higher expectations from university the curriculum needs a serious update,NEGATIVE,"update, needs, curriculum, university, expectations"
Shanghai Jiao Tong University,had higher expectations from university the curriculum needs a serious update,NEGATIVE,"update, needs, curriculum, university, expectations"
Shanghai Jiao Tong University,my time at university was decent good in some aspects but could be better in others,NEUTRAL,"better, aspects, good, decent, university"
Shanghai Jiao Tong University,had higher expectations from university the curriculum needs a serious update,NEGATIVE,"update, needs, curriculum, university, expectations"
Fudan University,nice food and students guanghua towers surely a big attraction,POSITIVE,"attraction, big, surely, towers, guanghua"
Fudan University,one of the best universities in china excellent environment both for academics and career feel my peers in china learn way more than i do in the american college both academics and extracurricular,POSITIVE,"extracurricular, college, american, way, learn"
Fudan University,best exchange experience i could have ever wished for truly impacted my career goals and aspirations in life,POSITIVE,"life, aspirations, goals, career, impacted"
Fudan University,verz schnorke school a lot a asian kids that dont work im glad we all know that child labor isnt that bad,NEUTRAL,"bad, isnt, labor, child, know"
Fudan University,just visit nice view and the library is also great,POSITIVE,"great, library, view, nice, visit"
Fudan University,average experience at university nothing particularly outstanding,NEGATIVE,"outstanding, particularly, university, experience, average"
Fudan University,my time at university was decent good in some aspects but could be better in others,NEUTRAL,"better, aspects, good, decent, university"
Fudan University,absolutely loved my time here university has an incredible campus and community,POSITIVE,"community, campus, incredible, university, time"
Fudan University,had higher expectations from university the curriculum needs a serious update,NEGATIVE,"update, needs, curriculum, university, expectations"
Fudan University,the best years of my life were spent at university highly recommend it,POSITIVE,"recommend, highly, university, spent, life"
Fudan University,had higher expectations from university the curriculum needs a serious update,NEGATIVE,"update, needs, curriculum, university, expectations"
Fudan University,had higher expectations from university the curriculum needs a serious update,NEGATIVE,"update, needs, curriculum, university, expectations"
Fudan University,average experience at university nothing particularly outstanding,NEGATIVE,"outstanding, particularly, university, experience, average"
Fudan University,had higher expectations from university the curriculum needs a serious update,NEGATIVE,"update, needs, curriculum, university, expectations"
Fudan University,the best years of my life were spent at university highly recommend it,POSITIVE,"recommend, highly, university, spent, life"
Durham University,we had a  fabulous tour led by yoyo who was informative but injected humour too highly recommended,POSITIVE,"recommended, highly, humour, injected, informative"
Durham University,its a small but very beautiful place steeped in history lots of olde world charm  a full day is needed  lots of shops saturday vintage market pubs bars restaurants a river and a beautiful cathedral its smiling to york but far more quaint i would throughly recommend a visit maybe take  days,POSITIVE,"days, maybe, visit, recommend, throughly"
Durham University,visit was to durham castle and durham cathedral in the grounds all owned by the university beautiful cathedral and climbed the  steps up the tower and that is well worth it for the view at the top after an enjoyable walk along the river again a lot owned by the university,POSITIVE,"lot, river, walk, enjoyable, view"
Durham University,fantastic day supporting and celebrating working people at durham miners gala fantastic parade which took two hours to pass through the narrow cobbled streets wonderful musicianship of the many bands what a festival,POSITIVE,"festival, bands, musicianship, wonderful, streets"
Durham University,durham has finally decided to start work on some of its decaying properties also they now have choreographed flowers in small but spectacular flower beds on a sunny day with everyone in a happy mood durham is delightful theres a lot going on too plenty to do and see history is being resurrected from degeneration just in time,POSITIVE,"time, just, degeneration, resurrected, history"
Durham University,my time at university was decent good in some aspects but could be better in others,NEUTRAL,"better, aspects, good, decent, university"
Durham University,absolutely loved my time here university has an incredible campus and community,POSITIVE,"community, campus, incredible, university, time"
Durham University,my time at university was decent good in some aspects but could be better in others,NEUTRAL,"better, aspects, good, decent, university"
Durham University,i had an amazing experience at university the faculty and facilities are topnotch,POSITIVE,"topnotch, facilities, faculty, university, experience"
Durham University,its a good university but i think university has room for improvement,NEUTRAL,"improvement, room, think, university, good"
Durham University,i had an amazing experience at university the faculty and facilities are topnotch,POSITIVE,"topnotch, facilities, faculty, university, experience"
Durham University,its a good university but i think university has room for improvement,NEUTRAL,"improvement, room, think, university, good"
Durham University,not what i expected university could really improve its student services,NEGATIVE,"services, student, improve, really, university"
Durham University,not what i expected university could really improve its student services,NEGATIVE,"services, student, improve, really, university"
Durham University,had higher expectations from university the curriculum needs a serious update,NEGATIVE,"update, needs, curriculum, university, expectations"
University of Leeds,i went there on my birthday and took a lot of pictures i like it so much and i hope i could study there ultimately but the only disadvantage i would say is the campus was too huge and i couldnt go through the whole campus in one day haha ,NEUTRAL,"haha, day, huge, campus, say"
University of Leeds,all in one university location is great not too busy city not too small either nearest international airport is manchester negetive point for international students,POSITIVE,"students, point, negetive, manchester, airport"
University of Leeds,the uni is located at the fringes of the city of leeds walkable to city center they maintain both old and new modern buildings which can also be explored by walking,NEUTRAL,"walking, explored, buildings, modern, new"
University of Leeds,went to leeds university for a youth gathering with friends of the earth last weekend and enjoyed being in a likeminded environment with young people connected in nature and environment causes,NEUTRAL,"causes, nature, connected, people, young"
University of Leeds,attending a graduation ceremony law on the hottest day ever in the uk nice efficient ceremony nice and cool inside the hall ushers were somewhat pushy and stern rather than polite and accommodating compared to other ceremonies ive attended water was provided signage was poor overall  organisationally fine,NEUTRAL,"fine, organisationally, overall, poor, signage"
University of Leeds,average experience at university nothing particularly outstanding,NEGATIVE,"outstanding, particularly, university, experience, average"
University of Leeds,had higher expectations from university the curriculum needs a serious update,NEGATIVE,"update, needs, curriculum, university, expectations"
University of Leeds,the best years of my life were spent at university highly recommend it,POSITIVE,"recommend, highly, university, spent, life"
University of Leeds,not what i expected university could really improve its student services,NEGATIVE,"services, student, improve, really, university"
University of Leeds,absolutely loved my time here university has an incredible campus and community,POSITIVE,"community, campus, incredible, university, time"
University of Leeds,i had an amazing experience at university the faculty and facilities are topnotch,POSITIVE,"topnotch, facilities, faculty, university, experience"
University of Leeds,i had an amazing experience at university the faculty and facilities are topnotch,POSITIVE,"topnotch, facilities, faculty, university, experience"
University of Leeds,average experience at university nothing particularly outstanding,NEGATIVE,"outstanding, particularly, university, experience, average"
University of Leeds,had higher expectations from university the curriculum needs a serious update,NEGATIVE,"update, needs, curriculum, university, expectations"
University of Leeds,absolutely loved my time here university has an incredible campus and community,POSITIVE,"community, campus, incredible, university, time"
Delft University of Technology,so proud to be a student in this charming university tu delft is the oldest and largest dutch public technical university located in lovely delft it was founded on jan th  and original name of royal academy for the education of civilian engineers but then became a polytechnic school tu delft has developed over the years into a renowned institution for academic research and education in engineering technology and applied sciences the university has a rich history of groundbreaking innovations and contributions to many different fields tu delft has made a substantial contribution to the technical landscape both in the nl and globally,POSITIVE,"globally, nl, landscape, contribution, substantial"
Delft University of Technology,i spend  days at this university in a workshop on the urban management department actually it is a dream the university is very well equipped with laboratories machines and other equipment the staff is very nice and over qualified you can feel science in every corner only problem was that coffee bars are to be used with cards only and this was a little problem three are a number of food trucks within the campus with vegan food,NEUTRAL,"vegan, campus, trucks, food, number"
Delft University of Technology,a beautiful campus i didnt get to go inside however i enjoyed seeing the outside of it i would recommend coming here to any tourists as it located in an especially beautiful area of town there are also ducks in the stream nearby,POSITIVE,"nearby, stream, ducks, town, area"
Delft University of Technology,i went there as a visitor and i ended up mouth open with the wonders everything there was at its perfection the buildings the facilities the library the environment and its fabulous environment visited every section of the university and i was really delighted about this place you can feel that there are so much science hanging there the students studying intensely make you have a good feel about future if you u go to delft visit this place absolutely astonishing,POSITIVE,"astonishing, absolutely, visit, delft, future"
Delft University of Technology,its quite good all modern buildings with nice plantation good for a walk pr jog with your close ones weather now august  is perfect,POSITIVE,"perfect, august, weather, ones, close"
Delft University of Technology,absolutely loved my time here university has an incredible campus and community,POSITIVE,"community, campus, incredible, university, time"
Delft University of Technology,i had an amazing experience at university the faculty and facilities are topnotch,POSITIVE,"topnotch, facilities, faculty, university, experience"
